"FileName","R","G","B","C","M","Y","K","H","S","B_brightness"
"/Users/hputnam/MyProjects/Color_Extract/data/IMG_4263_MU.JPG",175,51,50,NA,NA,NA,0.31,282.5,0.73,NA
