"R","G","B","H","S","V","C","M","Y","K","roi_pixels"
0.388469210840202,0.306566127129674,0.25823535995324,22.2664538507965,0.335248836337083,0.00152340866996158,0,0.210560555402535,0.335159879785302,0.611530789159798,68501
